,workerid,key,value
50,Wb96aacb434,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
51,Wb96aacb434,quizAttempt-1,"{""attempt"":1,""correct"":10,""total"":16}"
52,Wb96aacb434,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
53,Wb96aacb434,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
54,Wb96aacb434,bonus,2
55,W9456eb27ae,startTime,Fri Apr 15 2022 13:32:31 GMT+0100 (British Summer Time)
56,W9456eb27ae,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
57,W9456eb27ae,trialDataFile,exp1_split1
58,W9456eb27ae,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
59,W9456eb27ae,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
60,W9456eb27ae,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
61,W9456eb27ae,bonus,2
62,Wfc30e8a18b,startTime,Fri Apr 15 2022 13:30:21 GMT+0100 (British Summer Time)
63,Wfc30e8a18b,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
64,Wfc30e8a18b,trialDataFile,exp1_split2
65,Wfc30e8a18b,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
66,Wfc30e8a18b,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
67,Wfc30e8a18b,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
68,Wfc30e8a18b,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
69,Wfc30e8a18b,bonus,2
70,W88d31a2a8a,startTime,Fri Apr 15 2022 16:14:53 GMT+0100 (British Summer Time)
71,W88d31a2a8a,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
72,W88d31a2a8a,trialDataFile,exp1_split2
73,W88d31a2a8a,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
74,W88d31a2a8a,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
75,W88d31a2a8a,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
76,W88d31a2a8a,bonus,2
77,W367a8268a4,startTime,Fri Apr 15 2022 16:14:54 GMT+0100 (British Summer Time)
78,W367a8268a4,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
79,W367a8268a4,trialDataFile,exp1_split2
80,W367a8268a4,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
81,W367a8268a4,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
82,W367a8268a4,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
83,W367a8268a4,bonus,2
84,Wd6b16473de,startTime,Fri Apr 15 2022 16:14:51 GMT+0100 (British Summer Time)
85,Wd6b16473de,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
86,Wd6b16473de,trialDataFile,exp1_split1
87,Wd6b16473de,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
88,Wd6b16473de,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
89,Wd6b16473de,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
90,Wd6b16473de,bonus,2
91,W06eba57c95,startTime,Fri Apr 15 2022 16:14:54 GMT+0100 (British Summer Time)
92,W06eba57c95,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
93,W06eba57c95,trialDataFile,exp1_split2
94,W06eba57c95,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
95,W06eba57c95,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
96,W06eba57c95,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
97,W06eba57c95,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
98,W06eba57c95,bonus,2
99,W9459edd058,startTime,Fri Apr 15 2022 13:05:34 GMT-0400 (Eastern Daylight Time)
100,W9459edd058,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
101,W9459edd058,trialDataFile,exp1_split2
102,W9459edd058,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
103,W9459edd058,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":16}"
104,W9459edd058,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":13}"
105,W9459edd058,quizAttempt-3,"{""attempt"":3,""correct"":10,""total"":10}"
106,W9459edd058,quizPassed,"{""attempt"":3,""correct"":10,""total"":10}"
107,W9459edd058,bonus,2
108,W61e7c6221f,startTime,Fri Apr 15 2022 18:05:47 GMT+0100 (British Summer Time)
109,W61e7c6221f,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
110,W61e7c6221f,trialDataFile,exp1_split3
111,W61e7c6221f,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
112,W61e7c6221f,quizAttempt-1,"{""attempt"":1,""correct"":10,""total"":16}"
113,W61e7c6221f,quizAttempt-2,"{""attempt"":2,""correct"":5,""total"":10}"
114,W61e7c6221f,quizAttempt-3,"{""attempt"":3,""correct"":7,""total"":7}"
115,W61e7c6221f,quizPassed,"{""attempt"":3,""correct"":7,""total"":7}"
116,W61e7c6221f,bonus,2
117,W2c61a83c77,startTime,Fri Apr 15 2022 13:33:28 GMT+0100 (British Summer Time)
118,Wbb88e105e1,startTime,Fri Apr 15 2022 13:34:54 GMT+0100 (Irish Standard Time)
119,Wbb88e105e1,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
120,Wbb88e105e1,trialDataFile,exp1_split2
121,Wbb88e105e1,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
122,Wbb88e105e1,quizAttempt-1,"{""attempt"":1,""correct"":6,""total"":16}"
123,Wbb88e105e1,quizAttempt-2,"{""attempt"":2,""correct"":14,""total"":16}"
124,Wbb88e105e1,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
125,Wbb88e105e1,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
126,Wbb88e105e1,bonus,2
128,Wbb27ca7520,startTime,Fri Apr 15 2022 14:22:01 GMT+0100 (British Summer Time)
129,Wbb27ca7520,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
130,Wbb27ca7520,trialDataFile,exp1_split2
131,Wbb27ca7520,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
132,Wbb27ca7520,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
133,Wbb27ca7520,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
134,Wbb27ca7520,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
135,Wbb27ca7520,bonus,2
136,W7419cce490,startTime,Fri Apr 15 2022 14:22:50 GMT+0100 (British Summer Time)
137,W7419cce490,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
138,W7419cce490,trialDataFile,exp1_split1
139,W7419cce490,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
140,W7419cce490,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
141,W7419cce490,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
142,W7419cce490,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
143,W7419cce490,bonus,2
144,W79c1d678da,startTime,Fri Apr 15 2022 14:23:01 GMT+0100 (British Summer Time)
145,W79c1d678da,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
146,W79c1d678da,trialDataFile,exp1_split2
147,W79c1d678da,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
148,W79c1d678da,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
149,W79c1d678da,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
150,W79c1d678da,bonus,2
151,W5b91a4527a,bonus,2
152,W5b91a4527a,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
153,W5b91a4527a,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
154,W5b91a4527a,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
155,W5b91a4527a,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
156,W5b91a4527a,startTime,Fri Apr 15 2022 14:37:52 GMT+0100 (British Summer Time)
157,W5b91a4527a,trialDataFile,exp1_split3
158,W8ee28f8c40,startTime,Fri Apr 15 2022 14:21:56 GMT+0100 (British Summer Time)
159,W8ee28f8c40,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
160,W8ee28f8c40,trialDataFile,exp1_split3
161,W8ee28f8c40,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
162,W8ee28f8c40,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
163,W8ee28f8c40,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":7}"
164,W8ee28f8c40,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
165,W8ee28f8c40,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
166,W8ee28f8c40,bonus,2
167,W3af1f1c5bc,startTime,Fri Apr 15 2022 10:05:42 GMT-0700 (Mountain Standard Time)
168,W3af1f1c5bc,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
169,W3af1f1c5bc,trialDataFile,exp1_split1
170,W3af1f1c5bc,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
171,W3af1f1c5bc,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
172,W3af1f1c5bc,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
173,W3af1f1c5bc,bonus,2
174,Wce6df6d306,startTime,Fri Apr 15 2022 13:05:45 GMT-0400 (Eastern Daylight Time)
175,W042f6993e1,startTime,Fri Apr 15 2022 18:05:44 GMT+0100 (British Summer Time)
176,Wd2005e9241,startTime,Fri Apr 15 2022 18:05:41 GMT+0100 (British Summer Time)
177,Wd2005e9241,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
178,Wd2005e9241,trialDataFile,exp1_split2
179,Wd2005e9241,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
180,Wd2005e9241,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
181,Wd2005e9241,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
182,Wd2005e9241,bonus,2
183,W961af26a9a,startTime,Fri Apr 15 2022 18:05:38 GMT+0100 (British Summer Time)
184,W961af26a9a,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
185,W961af26a9a,trialDataFile,exp1_split3
186,W961af26a9a,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
187,W961af26a9a,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
188,W961af26a9a,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
189,W961af26a9a,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
190,W961af26a9a,bonus,2
191,W9dfa3a59c7,startTime,Fri Apr 15 2022 18:47:38 GMT+0100 (British Summer Time)
192,W9dfa3a59c7,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
193,W9dfa3a59c7,trialDataFile,exp1_split3
194,W9dfa3a59c7,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
195,W9dfa3a59c7,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
196,W9dfa3a59c7,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
197,W9dfa3a59c7,bonus,2
198,Wc50e068f6f,startTime,Fri Apr 15 2022 13:34:39 GMT+0100 (hora de verano británica)
199,Wc50e068f6f,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
200,Wc50e068f6f,trialDataFile,exp1_split1
201,Wc50e068f6f,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
202,Wc50e068f6f,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
203,Wc50e068f6f,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
204,Wc50e068f6f,bonus,2
205,Wd2fc232944,startTime,Fri Apr 15 2022 14:22:23 GMT+0100 (British Summer Time)
206,W467bce23ba,startTime,Fri Apr 15 2022 14:21:56 GMT+0100 (British Summer Time)
207,W467bce23ba,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
208,W467bce23ba,trialDataFile,exp1_split1
209,W467bce23ba,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
210,W467bce23ba,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
211,W467bce23ba,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
212,W467bce23ba,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
213,W467bce23ba,bonus,2
214,Wafcfb56c9c,startTime,Fri Apr 15 2022 14:22:44 GMT+0100 (British Summer Time)
215,Wafcfb56c9c,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
216,Wafcfb56c9c,trialDataFile,exp1_split3
217,Wafcfb56c9c,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
218,Wafcfb56c9c,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
219,Wafcfb56c9c,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
220,Wafcfb56c9c,bonus,2
221,Wf2fa38c97c,startTime,Fri Apr 15 2022 14:23:27 GMT+0100 (British Summer Time)
222,Wf2fa38c97c,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
223,Wf2fa38c97c,trialDataFile,exp1_split1
224,Wf2fa38c97c,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
225,Wf2fa38c97c,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
226,Wf2fa38c97c,quizAttempt-2,"{""attempt"":2,""correct"":1,""total"":3}"
227,Wf2fa38c97c,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
228,Wf2fa38c97c,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
229,Wf2fa38c97c,bonus,2
230,W55d52be798,startTime,Fri Apr 15 2022 14:23:48 GMT+0100 (British Summer Time)
231,W55d52be798,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
232,W55d52be798,trialDataFile,exp1_split3
233,W55d52be798,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
234,W55d52be798,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
235,W55d52be798,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
236,W55d52be798,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
237,W55d52be798,bonus,2
238,W489a907fb7,startTime,Fri Apr 15 2022 16:53:02 GMT+0100 (British Summer Time)
239,Wd3faf2de37,startTime,Fri Apr 15 2022 14:23:22 GMT+0100 (British Summer Time)
240,Wd3faf2de37,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
241,Wd3faf2de37,trialDataFile,exp1_split1
242,Wd3faf2de37,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
243,Wd3faf2de37,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
244,Wd3faf2de37,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
245,Wd3faf2de37,bonus,2
246,Wf1c76f6c67,startTime,Fri Apr 15 2022 14:22:28 GMT+0100 (British Summer Time)
247,Wf1c76f6c67,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
248,Wf1c76f6c67,trialDataFile,exp1_split1
249,Wf1c76f6c67,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
250,Wf1c76f6c67,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
251,Wf1c76f6c67,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":4}"
252,Wf1c76f6c67,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":4}"
253,Wf1c76f6c67,quizFailed,"{""attempt"":3,""correct"":2,""total"":4}"
254,W587e809848,startTime,Fri Apr 15 2022 14:23:17 GMT+0100 (British Summer Time)
255,W587e809848,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
256,W587e809848,trialDataFile,exp1_split3
257,W587e809848,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
258,W587e809848,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
259,W587e809848,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
260,W587e809848,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
261,W587e809848,bonus,2
262,W08b305500d,startTime,Fri Apr 15 2022 16:52:59 GMT+0100 (British Summer Time)
263,W08b305500d,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
264,W08b305500d,trialDataFile,exp1_split1
265,W08b305500d,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
266,W08b305500d,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
267,W08b305500d,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
268,W08b305500d,bonus,2
269,W9a68f0ae49,startTime,Fri Apr 15 2022 18:05:49 GMT+0100 (British Summer Time)
270,W9a68f0ae49,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
271,W9a68f0ae49,trialDataFile,exp1_split1
272,W9a68f0ae49,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
273,W9a68f0ae49,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
274,W9a68f0ae49,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
275,W9a68f0ae49,bonus,2
276,Wcc2acee781,startTime,Fri Apr 15 2022 16:53:01 GMT+0100 (British Summer Time)
277,Wcc2acee781,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
278,Wcc2acee781,trialDataFile,exp1_split3
279,Wcc2acee781,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
280,Wcc2acee781,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
281,Wcc2acee781,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
282,Wcc2acee781,bonus,2
283,W4ce79f0a17,startTime,Fri Apr 15 2022 16:52:58 GMT+0100 (British Summer Time)
284,W4ce79f0a17,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
285,W4ce79f0a17,trialDataFile,exp1_split1
286,W4ce79f0a17,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
287,W4ce79f0a17,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
288,W4ce79f0a17,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
289,W4ce79f0a17,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
290,W4ce79f0a17,bonus,2
291,W74d6911315,startTime,Fri Apr 15 2022 16:53:02 GMT+0100 (British Summer Time)
292,W74d6911315,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
293,W74d6911315,trialDataFile,exp1_split3
294,W74d6911315,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
295,W74d6911315,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
296,W74d6911315,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
297,W74d6911315,bonus,2
298,Wdc7866a57d,startTime,Fri Apr 15 2022 13:05:46 GMT-0400 (Eastern Daylight Time)
299,Wdc7866a57d,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
300,Wdc7866a57d,trialDataFile,exp1_split3
